,Confort,Securite,Qualite,Force,Maintien,Puissance,Competition,Muscle,Beaute,Galbant,Silhouette,Douceur,Se_defouler,Energie,Legerete,Technicite,Se_relaxer,Bien_etre,Liberte,Fluidite,Resistance,Inconfort,Repetition,Intensite,Ralentissement,Acceleration,Nouveaute,Endurance,Impact,Recuperation,Tolerance,Decouragement,Perseverance,Objectif,Passivite,Brulure,Fatigue,Transpiration,Rythme,Difficulte,Facilite,Lent,Rapide,Ennuyeux,Regulier,Equilibre,Culpabilite,Challenge,Progression,Accompagnement,Lassitude,Confiance_en_soi,Actif,Stretchcing,Efficacite,Discipline,Muscultation,Cardio,Vital,Depassement,Calme,Serenite,Sexy,Plaisir,Groupe,Partage,Role,Performance,Meilleur,Individualiste,detente
etudiant_0,0.05159255862404746,0.0652422523409989,0.0,0.10279447897913199,0.0,0.13289627138602986,0.0,0.0,0.0,0.0,0.0,0.0,0.24499247030583013,0.25003113783303327,0.0,0.2716407939581281,0.2780948175322984,0.28400534438443337,0.2898535955705017,0.3470509641405392,0.35482409955048294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41298957165664596,0.0,0.0,0.0,0.0,0.4688055527248435,0.0,0.0,0.0,0.5006963551751078,0.0,0.0,0.0,0.0,0.0,0.0,0.6231812674796472,0.6361459288698665,0.0,0.0,0.0,0.0,0.0,0.6946850549724288,0.7053568395665614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825758347769965,0.8332484119705154,0.0,0.0,0.9005967141094013,0.9057146415752346,0.9111156402504614,0.0,0.0,0.9300927341281973,1.0
etudiant_1,0.05356481029942456,0.0,0.10120940212620697,0.0,0.13019604018336098,0.14281673656490784,0.0,0.16561981858968106,0.18132253974446502,0.0,0.22687018433629183,0.0,0.2526284989759095,0.26525894860040966,0.0,0.0,0.0,0.31143080074124646,0.0,0.0,0.3508534087584122,0.0,0.0,0.0,0.0,0.42084268019116355,0.0,0.44642543645762217,0.0,0.0,0.0,0.0,0.5065054130498391,0.5250365746610748,0.0,0.0,0.556832146688774,0.5772944504047596,0.5915439383595046,0.6018823758899834,0.6108651126499561,0.0,0.0,0.0,0.0,0.0,0.0,0.7469618648200527,0.7558763288793524,0.0,0.0,0.7891446405929972,0.7965863649663513,0.0,0.836389349458695,0.0,0.0,0.8710718814005657,0.0,0.8941480542280308,0.0,0.0,0.0,0.9498488247342242,0.0,0.9746610748073734,0.0,0.9907051594655223,1.0,0.0,0.0
etudiant_2,0.02186421173762946,0.07153816647487533,0.23014959723820483,0.02819332566168009,0.028001534330648253,0.15995397008055237,0.05600306866129651,0.04353663214422708,0.034330648254698885,0.6986958189489835,0.15074798619102417,0.3013041810510165,0.189873417721519,0.10452627541235136,0.09973149213655542,0.2767548906789413,0.04986574606827771,0.15362485615650173,0.04257767548906789,0.18450326045262755,0.0985807441503644,0.13482930571538165,0.35462217107786725,0.12025316455696203,0.09014192558496356,0.06655159186804756,0.04564633678557729,0.1401994629842731,0.1472957422324511,0.4031453778289221,0.05600306866129651,0.04046797084771768,0.35462217107786725,0.27790563866513235,0.06118143459915612,0.17740698120444956,0.02186421173762946,0.04679708477176832,0.0,0.087265055619486,0.07268891446106636,0.020713463751438434,0.034330648254698885,0.4332566168009206,0.5866896816263905,0.087265055619486,0.1494054468738013,0.12428078250863062,0.059263521288837745,0.11833525124664365,0.10874568469505179,0.15880322209436135,0.18143459915611815,0.12447257383966245,0.06118143459915612,0.6563099347909475,0.03241273494438052,0.07959340237821251,0.06041426927502877,0.8446490218642118,0.1472957422324511,0.02819332566168009,0.03624856156501726,0.15362485615650173,0.6269658611430763,0.015726889144610665,0.22823168392788645,0.46528576908323743,0.05101649405446874,0.09014192558496356,0.017644802454929037
etudiant_3,0.012336219446785687,0.03785150563175236,0.009884300053635737,0.06313692437361122,0.017316680714121523,0.013485556662324726,0.0556279212320895,0.0324113094782009,0.06880698797027048,0.07202513217377979,0.03769826066968048,0.03907746532832733,0.020458202436594897,0.017163435752049653,0.025285418741858863,0.01678032334686997,0.026051643552218222,0.004137613975940541,0.0,0.0035246341276530535,0.09930273542257298,0.03992031261972263,0.07233162209792353,0.020917937322810512,0.04191249712665696,0.018159528005516817,0.024212704007355756,0.004673971343192093,0.04283196689908819,0.22274155237146578,0.06635506857712052,0.05516818634587388,0.017929660562409012,0.006129798482874875,0.046586468469849054,0.05685388092866447,0.027890583097080684,0.02413608152631982,0.035246341276530535,0.03287104436441652,0.051490307256148955,0.07003294766684545,0.008045360508773275,0.020304957474523024,0.01417515899164815,0.027890583097080684,0.03156846218680561,0.014481648915791893,0.013868669067504405,0.07003294766684545,0.09738717339667459,0.017929660562409012,0.0018389395448624626,0.04137613975940541,0.03302428932648839,0.026358133476361966,0.9433759865144433,0.025362041222894798,0.010420657420887288,0.02413608152631982,0.05087732740786147,0.017929660562409012,0.02658800091946977,0.00850509539498889,0.019155620258983985,0.003677879089724925,0.022220519500421424,0.010420657420887288,0.013562179143360662,0.11539345644011953,0.05018772507853804
etudiant_4,0.10218612113918973,0.06508223024468512,0.05224628961091055,0.018050541516245487,0.02206177296430004,0.07671480144404332,0.0,0.11903329322101885,0.0,0.13046530284797433,1.0,0.2125952667468913,0.04332129963898917,0.013537906137184115,0.009927797833935019,0.018551945447252305,0.01363818692338548,0.010028078620136383,0.008122743682310469,0.012033694344163659,0.008122743682310469,0.011231448054552748,0.00892498997192138,0.012835940633774568,0.010028078620136383,0.009025270758122744,0.011732851985559567,0.008022462896109106,0.013537906137184115,0.01022864019253911,0.013036502206177296,0.009827517047733655,0.013537906137184115,0.011732851985559567,0.013537906137184115,0.01153229041315684,0.01022864019253911,0.012033694344163659,0.009827517047733655,0.01313678299237866,0.01153229041315684,0.011632571199358203,0.011833132771760931,0.011732851985559567,0.013337344564781388,0.32089851584436424,0.0,0.0,0.01654632972322503,0.07069795427196149,0.0,0.020056157240272765,0.0,0.0870437224227838,0.05354993983152828,0.015042117930204572,0.0,0.0670878459687124,0.014941837144003208,0.0,0.02517047733654232,0.06016847172081829,0.0,0.028680304853590053,0.08032490974729242,0.05816285599679102,0.0,0.03509827517047734,0.03219013237063779,0.0,0.04191736863217008
etudiant_5,0.1714336630134545,-0.19762986723692416,0.12821883631827496,0.10629956339659627,-0.1561970952508242,0.08972645460215628,0.10193352935935134,0.16020671834625322,0.18239329947429386,-0.2087677091686715,0.0,0.0,0.11592265882562594,0.10077519379844961,0.1226944667201283,0.09231043393032166,0.16590929341530786,0.359440434821349,0.22266773589949213,0.11173483025928896,0.1103091864920253,0.0,0.2003920520359975,0.0,0.0,0.09391428316849328,0.0,0.0880335026285307,0.18114586117793816,0.1421188630490956,0.0,0.36790519468947697,0.12287267219103626,0.1366835961864029,0.6227390180878553,0.12839704178918293,0.10505212510024058,0.08821170809943865,0.13819834268912057,0.3277198609997327,0.0,0.0,0.07858861267040898,-0.20190679853871513,0.4095161721464849,0.12706050075737324,0.0,0.1185957408892453,0.08696426980308296,-0.1450592533190769,-0.08972645460215628,0.15200926668448722,0.09248863940122962,1.0,0.6877840149692596,0.1285752472600909,0.08411298226855564,0.10772520716385993,0.10344827586206896,0.4275149247081885,0.0,0.0,0.0,0.2641005078855921,0.10220083756571327,0.10175532388844337,0.2722088568119041,0.46048293682616054,0.08143990020493629,0.0,0.0
etudiant_6,0.10451189499589827,0.12649712879409353,0.19786710418375716,0.1309269893355209,0.16800656275635767,0.09942575881870386,0.09417555373256768,0.10451189499589827,0.2539786710418376,0.2876127973748975,0.09942575881870386,0.11517637407711238,0.0,0.1228876127973749,0.2124692370795734,0.1471698113207547,0.1583264971287941,0.12321575061525841,0.12009844134536506,0.11812961443806398,0.09433962264150944,0.1279737489745693,0.11140278917145201,0.12223133716160788,0.1589827727645611,0.09269893355209188,0.14470877768662838,0.11156685808039377,0.11074651353568499,0.12075471698113208,0.08039376538146022,0.22592288761279739,0.6685808039376538,0.0726825266611977,0.23068088597210828,0.2587366694011485,0.13847415914684166,0.11074651353568499,0.11534044298605414,0.3840853158326497,0.2694011484823626,0.15258408531583265,0.09122231337161608,0.13256767842493847,0.09007383100902379,0.10451189499589827,0.13995077932731748,0.1199343724364233,0.15570139458572602,0.09351927809680066,0.14224774405250204,0.1970467596390484,0.07842493847415914,0.18982772764561115,0.0859721082854799,0.9689909762100082,0.08236259228876128,0.09237079573420837,0.13814602132895817,0.16685808039376537,0.2897456931911403,0.15110746513535686,0.30123051681706314,0.19507793273174734,0.12830188679245283,0.0918785890073831,0.24265791632485645,0.13125512715340443,0.07744052502050862,0.1745693191140279,0.13929450369155044
etudiant_7,-0.05927572564534451,0.08457048846409965,-0.10359786909005445,0.0,0.0,0.0,0.0,0.0,0.0,-0.2020447334404011,0.0,-0.23135453797641897,0.24481961690626347,0.2536625014689177,0.2640428532257433,0.2759802577460927,0.0,0.0,0.31682596263073365,0.32783305260683926,0.0,0.3550569940068158,0.0,0.37983273923772964,0.0,0.0,0.0,0.0,0.44859767323436095,0.0,0.48043401621685144,0.5018704218731639,0.5140428532257433,0.5296329664303341,0.0,0.5571311058012457,0.5691664381683575,0.5788319166438168,0.5890947549845273,0.6032844999804144,0.6293137216498884,0.6482431744290806,0.0,0.0,0.0,0.7041991460691762,0.0,0.7379744604175643,0.7483646049590662,0.7671863371068197,0.0,0.0,0.8056230169611031,-0.8182165380547612,0.0,0.0,0.0,0.0,0.0,0.8868149947118963,0.8981256610129656,0.9141564495279878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
etudiant_8,0.014388456809860709,0.0,0.0,0.05718004260244176,0.06820443767929278,0.09799462290534242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44047141898555753,0.0,0.0,0.0,0.0,0.49033789230499025,0.4969804506131419,0.0,0.0,0.5340842051222006,0.5404475508099418,0.0,0.5590692312195737,0.0,0.0,0.0,0.0,0.6087105330709335,0.6427654659022846,0.0,0.6583698486397391,0.6739201902248563,0.0,0.0,0.6921680859974871,0.6957528157692082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971777008191738,0.0,0.0,0.0,1.0,0.0,0.0,0.0
etudiant_9,0.0,0.0,0.09148936170212765,0.09279341111873714,0.07343857240905971,0.0546328071379547,0.062113932738503776,0.07755662319835278,0.09656829100892245,1.0,0.06753603294440631,0.0,0.07899794097460536,0.11098146877144818,0.0,0.06636925188743995,0.22663006177076184,0.08009608785175017,0.0,0.0,0.07213452299245024,0.0,0.06973232669869595,0.06884008236101578,0.0,0.12244337680164721,0.07673301304049417,0.08352779684282773,0.0,0.07549759780370624,0.09965682910089224,0.0,0.08366506520247083,0.07192862045298559,0.0,0.0,0.0,0.0,0.1236101578586136,0.40638297872340423,0.0,0.0,0.040150995195607414,0.0,0.0757035003431709,0.09739190116678105,0.0,0.0754289636238847,0.07350720658888127,0.1301990391214825,0.0,0.0720658888126287,0.06760466712422787,0.0,0.056074124914207275,0.0,0.06863417982155114,0.14989704873026768,0.060741249142072753,0.07350720658888127,0.09148936170212765,0.0,0.0,0.05511324639670556,0.146328071379547,0.1578586135895676,0.17055593685655457,0.06417295813315031,0.0,0.0,0.06026080988332189
