"","cluster3","cluster4","cluster5","Confort","Securite","Qualite","Force","Maintien","Puissance","Competition","Muscle","Beaute","Galbant","Silhouette","Douceur","Se_defouler","Energie","Legerete","Technicite","Se_relaxer","Bien_etre","Liberte","Fluidite","Resistance","Inconfort","Repetition","Intensite","Ralentissement","Acceleration","Nouveaute","Endurance","Impact","Recuperation","Tolerance","Decouragement","Perseverance","Objectif","Passivite","Brulure","Fatigue","Transpiration","Rythme","Difficulte","Facilite","Lent","Rapide","Ennuyeux","Regulier","Equilibre","Culpabilite","Challenge","Progression","Accompagnement","Lassitude","Confiance_en_soi","Actif","Stretchcing","Efficacite","Discipline","Muscultation","Cardio","Vital","Depassement","Calme","Serenite","Sexy","Plaisir","Groupe","Partage","Role","Performance","Meilleur","Individualiste","detente"
"1","1","1","1",0.0727318803852002,0.0650278763304612,0.0796756208819057,0.0983274201723264,0.0290927521540801,0.0320831221490117,0.0304105423213381,0.0197668525088697,0.0344145970603142,0.318550430816016,0.0159148504815003,0.0396350734921439,0.0317790167257983,0.00988342625443487,0.0386213887480993,0.0435377597567157,0.0923973644196655,0.0505828687278256,0.0148504815002534,0.0355803345159655,0.038317283324886,0.964673086670046,0.0486568677141409,0.00963000506842372,0.0240243284338571,0.0358844399391789,0.157121135326913,0.037658388241257,0.0430816016218956,0.020273694880892,0.57658388241257,0.0768373035985808,0.0404967055245819,0.0241763811454638,0.0742524075012671,0.0440952863659402,0.0290420679168778,0.0729346173340091,0.0347187024835276,0.686872782564622,0.0517992904206792,0.0128737962493664,0.0183983781044095,0.079726305119108,0.0267612772427775,0.015864166244298,0.0468829194120629,0.0580841358337557,0,0.0172326406487582,0.0706538266599088,0.0232640648758236,0.0195134313228586,0.288596046629498,0.0680182463253928,0.0509376583882413,0.451647237709073,0.169386720729853,0.110542321338064,0.0221490116573746,0.655752660922453,0.0156107450582869,0.0793715154586924,0.206386213887481,0.169234668018246,0.00486568677141409,0.0311708058793715,0.0109984794728839,0.0358844399391789,0.0254941713127217,0.0245818550430816
"2","2","3","4",0.978229317851959,0.256652152878568,0.370343492985002,0.252781809385583,0.323173681664248,0.327527818093856,0.252539912917271,0.299709724238026,0.315432994678278,0.299709724238026,0.291969037252056,0.26463473633285,0.397677793904209,0.409772617319787,0.283986453797774,0.280358006773101,0.244799225931301,0.382196419932269,0.244799225931301,0.256652152878568,0.354862119013062,0.209482341557813,0.213352685050798,0.166666666666667,0.454765360425738,0.242622157716497,0.301644895984519,0.0273343009192066,0.386066763425254,0.437106918238994,0.426705370101596,0.400338655055636,0.430817610062893,0.365021770682148,0.331156265118529,0.450169327527818,0.325834542815675,0.513062409288824,0.196178035800677,0.10377358490566,0.0212868892114175,0.0149975810353169,0.192549588776004,0.28011611030479,0.186502177068215,0.0483792936623125,0.01548137397194,0.011611030478955,0.0174165457184325,0.0149975810353169,0.0174165457184325,0.0174165457184325,0.0135462022254475,0.0145137880986938,0.0166908563134978,0,0.248669569424286,0.0188679245283019,0.0179003386550556,0.0169327527818094,0.0200774068698597,0.0174165457184325,0.0157232704402516,0.0191098209966135,0.0212868892114175,0.0215287856797291,0.0188679245283019,0.0212868892114175,0.0179003386550556,0.0244315432994678,0.0176584421867441
"3","1","1","1",0.0700481812887171,0.0543230793667602,0.0626356753322391,0.0875734632286758,0.0900619473712077,0.152750569174565,0.10128659924816,0.0901678403134431,0.100386509239159,0.435167046116376,0.418435961243183,0.0411923545295706,0.0646476412347117,0,0.169058082278816,0.0188489437179012,0.110446338751522,0.0449515539789273,0.0171546566421348,0.0197490337269021,0.0335680626886218,0.0753957748716048,0.047122359294753,0.0643829088791232,0.0708953248266003,0.0028061629692381,0.187695240112247,0.0613120135542966,0.129560014825012,0.0248318949542013,0.948483083602478,0.0992216868745698,0.0311854714883253,0.0185842113623127,0.0903796261979139,0.190236670725896,0.0680891618573622,0.264361730290676,0.018001800180018,0.0369036903690369,0.0059829512363001,0.135278233705724,0.0929740032826812,0.088420606766559,0.0325091332662678,0.0146661724996029,0.060888441785355,0.109863927569227,0.03176788267062,0.0780960448986075,0.188489437179012,0.0535288822999947,0.0280086832212633,0.233440991157939,0.420553820087891,0.0775136337163128,0.106475353417695,0.0073066130142426,0.0163075131042516,0.158733520410865,0.0355270821199767,0.0137131360194843,0.285805051093345,0.0223434108116694,0.0076772383120665,0.10382802986181,0.13305448191878,0.0315560967861492,0.0702070207020702,0.135013501350135,0.175676391168529
"4","1","2","2",0.290419161676647,0.741154055525313,0.153511159499184,0.216929776810016,0.167392487751769,0.185084376701143,0.305117038649973,0.275449101796407,0.425966249319543,0.380239520958084,0.25040827436037,0.114589003810561,0.163309744148068,0.268372346216658,0.275176918889494,0.0898203592814371,0.256124115405553,0.115949918345128,0.0933587370713119,0.108056614044638,0.291235710397387,0.16031573217202,0.858737071311922,0.456178551986935,0.139629831246598,0.0642351660315732,0.448829613500272,0.20223189983669,0.212030484485574,0.366630375612412,0.269188894937398,0.227544910179641,0.35465432770822,0.163309744148068,0.161676646706587,0.239793140990746,0.259390310288514,0.778443113772455,0.232444202504083,0.282253674469243,0.161676646706587,0.379695155144257,0.0372890582471421,0.176102340772999,0.0133369624387588,0.0528034839412085,0.153783342406097,0.152966793685357,0.394393032117583,0.174741426238432,0.0922700054436581,0.117855198693522,0.0821992378878606,0,0.136908002177463,0.140990745781165,0.0968971148611867,0.126565051714752,0.087915078933043,0.155960805661404,0.00925421883505716,0.13663581927055,0.339412084921067,0.185084376701143,0.300489929232444,0.0922700054436581,0.0797495917256396,0.236254763200871,0.249863908546543,0.272182906913446,0.333696243875885
"5","1","1","1",0.0298092209856916,0.0988871224165342,0.0450715421303657,0.158585055643879,0.116454689984102,0.0677265500794913,0.0502384737678855,0.0724960254372019,0.0769475357710652,0.212559618441971,0.209697933227345,0.351589825119237,0.110572337042925,0.0844197138314785,0.0837042925278219,0.0425278219395866,0.0618441971383148,0.0166931637519873,0.0103338632750397,0.0514308426073132,0.0709856915739269,0.0616852146263911,0.0386327503974563,0.048966613672496,0.100635930047695,0.0539745627980922,0.0456279809220986,0.147615262321145,0.0837042925278219,0.110095389507154,0.290620031796502,0.10818759936407,0.0451510333863275,0.0247217806041335,0.074483306836248,0.0360095389507154,0.109459459459459,0.037758346581876,0.0499205087440382,0.0286168521462639,0.0254372019077901,0.0490461049284579,0,0.0569952305246423,0.0536565977742448,0.332352941176471,0.202305246422893,0.0656597774244833,0.947138314785374,0.13664546899841,0.12670906200318,0.072972972972973,0.0502384737678855,0.407154213036566,0.0785373608903021,0.212718600953895,0.162400635930048,0.0655802861685215,0.365898251192369,0.0579491255961844,0.0682829888712242,0.121065182829889,0.0296502384737679,0.0450715421303657,0.216772655007949,0.0602543720190779,0.0592209856915739,0.0690779014308426,0.0778219395866455,0.0630365659777424,0.159777424483307
"6","1","1","1",0.0629340277777778,0.185872395833333,0.0479600694444444,0.0654296875,0.0645616319444444,0.0367838541666667,0.0256076388888889,0.138563368055556,0.0291883680555556,0.0277777777777778,0.0399305555555556,0.0557725694444444,0.0779079861111111,0.0673828125,0.0804036458333333,0.0309244791666667,0.265082465277778,0.0751953125,0.117296006944444,0.0340711805555556,0.0571831597222222,0.0418836805555556,0.0294053819444444,0.113064236111111,0.0441623263888889,0.276150173611111,0.0528428819444444,0.0546875,0.00933159722222222,0.00900607638888889,0.06640625,0.0287543402777778,0.0618489583333333,0.00922309027777778,0.0347222222222222,0.168402777777778,0.111111111111111,0.0553385416666667,0.123155381944444,0.192274305555556,0.1181640625,0.114908854166667,0,0.0751953125,0.726128472222222,0.920355902777778,0.107096354166667,0.0704210069444444,0.1201171875,0.0311414930555556,0.0159505208333333,0.0516493055555556,0.0364583333333333,0.84375,0.091796875,0.0347222222222222,0.0147569444444444,0.0193142361111111,0.144965277777778,0.101779513888889,0.033203125,0.0577256944444444,0.248589409722222,0.101019965277778,0.283203125,0.03125,0.0151909722222222,0.00477430555555556,0.0329861111111111,0.0329861111111111,0.0170355902777778
"7","1","1","1",0.317044269599014,0.0491515783486586,0.0445065883022087,0.0418523082756659,0.044127405441274,0.0364015546497298,0.0214712295004266,0.00985875438430183,0.0188643473315006,0.971134704711347,0.147928713622144,0.028865295288653,0.0209498530666414,0.0153569058678548,0.0744620343160489,0.0320883496065978,0.0118494644042089,0.0112806901128069,0.00099535500995355,0.0141719594274339,0.0145985401459854,0.0313773817423452,0.0396720068252915,0.0248364773912219,0.0407147596928619,0.0249312731064556,0.120627547634847,0.260214238316428,0.355389136411034,0.0190065409043511,0.0610484406104844,0.0255474452554744,0.0314721774575789,0.0140771637122002,0.0307138117357095,0.0541283533984264,0.0207128637785572,0.157076500142194,0.00725187221537587,0.00838942079817992,0.00383922646696369,0.00516636648023509,0,0.00725187221537587,0.650772585079154,0.0165892501658925,0.0617120106171201,0.0322779410370651,0.0321831453218314,0.178121148924069,0.220968812209688,0.0188643473315006,0.0185799601857996,0.0365911460801972,0.0463077068916485,0.0133661958479477,0.016447056593042,0.0134135937055645,0.047018674755901,0.0624703763389895,0.0245994881031377,0.12432458052896,0.0295288652952886,0.0643662906436629,0.0274907574177647,0.00985875438430183,0.0506209119347805,0.0417575125604323,0.033462887477486,0.0694378614086643,0.0610010427528676
"8","1","2","2",0.375606913963877,0.312682074189163,0.209361040978831,0.0481646921732375,0.410176733346281,0.0959409594095941,0.362983103515246,0.329966983880365,0.149543600699165,0.436006991648864,0.344727131481841,0.121188580306856,0.169159060011653,0.0664206642066421,0.432511167216935,0.306855700135949,0.278112254806759,0.096329384346475,0.029908720139833,0.159060011652748,0.16818799766945,0.117498543406487,0.27850067974364,0.480675859390173,0.365896290541853,0.12701495436007,0.154204699941736,0.0765197125655467,0.123713342396582,0.161196348805593,0.0957467469411536,0.149932025636046,0.50805981744028,0.0644785395222373,0.134006603223927,0.310157312099437,0.227034375606914,0.0398135560302971,0.139638764808701,0.0805981744027967,0.070887550980773,0.0264128957079044,0.00135948727908332,0.0732181006020586,0.109924257137308,0.0417556807147019,0.15575839968926,0.177704408623034,0.123907554865022,0.166634297921927,0.134395028160808,0.0322392697611187,0.0339871819770829,0.862885997281025,0.245096135171878,0.159254224121189,0.0454457176150709,0.0518547290736065,0.0460283550203923,0.0293260827345116,0,0.0044668867741309,0.109730044668868,0.0458341425519518,0.0165080598174403,0.0301029326082735,0.11477956884832,0.0858419110506895,0.0203923091862498,0.0427267430569043,0.0330161196348806
"9","2","3","4",0,0.27962577962578,0.170997920997921,0.447505197505198,0.444126819126819,0.330301455301455,0.189449064449065,0.487785862785863,0.191268191268191,0.313409563409563,0.271569646569647,0.229209979209979,0.1995841995842,0.182692307692308,0.338877338877339,0.321725571725572,0.331860706860707,0.193866943866944,0.235966735966736,0.176195426195426,0.490644490644491,0.271309771309771,0.365644490644491,0.195426195426195,0.396049896049896,0.225831600831601,0.432172557172557,0.30483367983368,0.206600831600832,0.644490644490645,0.281444906444906,0.239085239085239,0.253118503118503,0.264553014553015,0.383316008316008,0.250259875259875,0.249740124740125,0.326663201663202,0.296777546777547,0.951143451143451,0.181392931392931,0.230769230769231,0.132016632016632,0.172817047817048,0.712318087318087,0.169698544698545,0.235446985446985,0.205561330561331,0.317567567567567,0.60031185031185,0.239864864864865,0.845893970893971,0.317307692307692,0.400727650727651,0.184511434511435,0.420997920997921,0.315748440748441,0.178274428274428,0.214656964656965,0.321985446985447,0.146569646569647,0.17047817047817,0.231548856548857,0.610966735966736,0.491943866943867,0.158523908523908,0.152286902286902,0.16008316008316,0.125519750519751,0.233627858627859,0.174116424116424
"10","1","1","1",0.0142390289449113,0.00665266106442577,0.0123716153127918,0.0103874883286648,0.00466853408029879,0.0169234360410831,0.00210084033613445,0.0198412698412698,0.00315126050420168,0.0138888888888889,0.00466853408029879,0.0123716153127918,0.00466853408029879,0.172735760971055,0.17483660130719,0.199579831932773,0.108893557422969,0.160130718954248,0.238095238095238,0.99906629318394,0.183356676003735,0.00396825396825397,0.0180905695611578,0.00291783380018674,0.0208916900093371,0,0.0221755368814192,0.00595238095238095,0.0170401493930906,0.00571895424836601,0.0142390289449113,0.00478524743230626,0.0169234360410831,0.00583566760037348,0.0304621848739496,0.00548552754435107,0.0141223155929038,0.00875350140056022,0.0168067226890756,0.0038515406162465,0.0186741363211951,0.000583566760037348,0.0205415499533147,0.000233426704014939,0.0196078431372549,0.638655462184874,0.0236928104575163,0.00665266106442577,0.0141223155929038,0.00665266106442577,0.0143557422969188,0.0065359477124183,0.0141223155929038,0.00688608776844071,0.0120214752567694,0.0124883286647993,0.00852007469654528,0.0121381886087768,0.0106209150326797,0.0102707749766573,0.0122549019607843,0.0105042016806723,0.0102707749766573,0.0204248366013072,0.00420168067226891,0.0170401493930906,0.00595238095238095,0.0161064425770308,0.00641923436041083,0.0177404295051354,0.00466853408029879
