"","Confort","Securite","Qualite","Force","Maintien","Puissance","Competition","Muscle","Beaute","Galbant","Silhouette","Douceur","Se_defouler","Energie","Legerete","Technicite","Se_relaxer","Bien_etre","Liberte","Fluidite","Resistance","Inconfort","Repetition","Intensite","Ralentissement","Acceleration","Nouveaute","Endurance","Impact","Recuperation","Tolerance","Decouragement","Perseverance","Objectif","Passivite","Brulure","Fatigue","Transpiration","Rythme","Difficulte","Facilite","Lent","Rapide","Ennuyeux","Regulier","Equilibre","Culpabilite","Challenge","Progression","Accompagnement","Lassitude","Confiance_en_soi","Actif","Stretchcing","Efficacite","Discipline","Muscultation","Cardio","Vital","Depassement","Calme","Serenite","Sexy","Plaisir","Groupe","Partage","Role","Performance","Meilleur","Individualiste","detente","clust"
"0",0.14022787028922,0.137598597721297,0.120946538124452,0.0502483201869705,0.20040899795501,0.305287759275489,0.353491089687409,0.0359333917616126,0.150452819164476,0.107800175284838,0.275781478235466,0.135553607946246,0.0739117732982764,0.0122699386503067,0.386503067484663,0.324861232836693,0.215892491966112,0.0598889862693544,0.300905638328951,0.159217061057552,0.0578439964943032,0.122991527899503,0.098159509202454,0.042068361086766,0.149868536371604,0.0245398773006135,0.194566170026293,0.0306748466257669,0.140520011685656,0.0289219982471516,0.237803096698802,0.319310546304411,0.0502483201869705,0.187846917908268,0.105755185509787,0.345018989190768,0.0622261174408414,0.0219106047326906,0.0265848670756646,0.206251825883728,0.237510955302366,0.112182296231376,0,0.293602103418054,0.118025124160093,0.188139059304703,0.1954425942156,0.147239263803681,0.0549225825299445,0.255623721881391,0.310546304411335,0.07011393514461,0.025708442886357,0.190184049079755,0.0192813321647677,0.0812153082091732,0.0172363423897166,0.0216184633362547,0.0975752264095822,0.107215892491966,0.218229623137599,0.193981887233421,0.13175576979258,0.0496640373940987,0.784983932223196,0.270230791703184,0.153958515921706,0.0262927256792287,0.237803096698802,0.0593047034764826,0.192229038854806,"1"
"1",0.259847148736038,0.0637860082304527,0.00470311581422693,0.0202821869488536,-0.101704879482657,0.0202821869488536,0.185773074661964,0.0293944738389183,0.0340975896531452,-0.176660787771899,-0.137272192827748,-0.205467372134039,0.788947677836567,0,-0.146972369194591,0.0390946502057613,0.122574955908289,0.10787771898883,0.225161669606114,-0.166666666666667,0.0834803057025279,-0.587889476778366,-0.181363903586126,0.731334509112287,-0.21928277483833,0.112580834803057,0.0734861845972957,0.161669606114051,0.200764256319812,0.166666666666667,0.504703115814227,-0.588183421516755,0.117871840094062,0.0634920634920635,0.0684891240446796,0.367430922986479,0.461493239271017,0.47472075249853,0.745149911816579,-0.455908289241623,0.422104644326867,-0.327748383303939,0.0440917107583774,-0.23015873015873,0.141681363903586,0.171663727219283,-0.290123456790123,0.577307466196355,0.245149911816578,0.0734861845972957,-0.146972369194591,0.147854203409759,0.111992945326279,-0.19077013521458,0.412110523221634,0.0784832451499118,0.0582010582010582,0.264844209288654,-0.141681363903586,0.142269253380365,0.372721928277484,0.0684891240446796,-0.278953556731334,0.813639035861258,0.0984714873603763,0.0631981187536743,-0.558788947677837,0.573192239858907,0.0593768371546149,-0.323045267489712,0.21575543797766,"2"
"2",0.0754716981132075,0.0434094207679113,0.0500065971764085,0.0353608655495448,0.0411663807890223,0.0457844042749703,0.0712495052117694,0.0694022958173902,0.248713550600343,0.951576725161631,0.239345560100277,0.129304657606544,0.120332497690988,0.0585829265074548,0.142630953951709,0.113471434226151,0.0971104367330782,0.0449927431059507,0.0332497690988257,0.0584509829792849,0.0438052513524212,0.0350969784932049,0.37260852355192,0.445705238158068,0.0866868980076527,0.0752078110568677,0.0864230109513128,0.0843119145005937,0.0478955007256894,0.060562079430004,0.0455205172186304,0.112020055416282,0.117561683599419,0.04657606544399,0.0327219949861459,0.148832299775696,0.0840480274442539,0.0928882438316401,0.130887979944584,0.16334608787439,0.0457844042749703,0.105422879007785,0,0.100540968465497,0.0728328275498087,0.138012930465761,0.181422351233672,0.106610370761314,0.0448607995777807,0.0529093547961473,0.120464441219158,0.135506003430532,0.0502704842327484,0.0789022298456261,0.0509302018735981,0.0432774772397414,0.034965034965035,0.0416941549017021,0.0431455337115714,0.11663807890223,0.0306108985354268,0.0242776091832696,0.0584509829792849,0.0353608655495448,0.0734925451906584,0.0237498350705898,0.0245414962396094,0.034965034965035,0.0331178255706558,0.0350969784932049,0.0238817785987597,"1"
"3",0.0820659062103929,0.36660329531052,0.101077313054499,0.120088719898606,0.360583016476553,0.0725602027883397,0.0858681875792142,0.176489226869455,0,0.245247148288973,0.130228136882129,0.217363751584284,0.330798479087452,0.102661596958175,0.212294043092522,0.304816223067174,0.38212927756654,0.125158428390368,0.101077313054499,0.174588086185044,0.219264892268695,0.243346007604563,0.83745247148289,0.304816223067174,0.203738910012674,0.0516476552598226,0.299746514575412,0.135297845373891,0.157794676806084,0.190114068441065,0.306717363751584,0.215462610899873,0.229721166032953,0.104562737642586,0.130228136882129,0.123257287705957,0.16318124207858,0.145437262357414,0.0839670468948036,0.448669201520913,0.0788973384030418,0.539290240811153,0.00190114068441065,0.155893536121673,0.461026615969582,0.0944233206590621,0.215462610899873,0.193599493029151,0.20659062103929,0.180608365019011,0.178390367553866,0.135297845373891,0.0839670468948036,0.225918884664132,0.16128010139417,0.239226869455006,0.115335868187579,0.105196451204056,0.125158428390368,0.253485424588086,0.124524714828897,0.464195183776933,0.525031685678073,0.706273764258555,0.397338403041825,0.102661596958175,0.11660329531052,0.082382762991128,0.0478453738910013,0.202154626108999,0.0652724968314322,"1"
"4",0.953540337973092,0.0470648480052139,0.0255574693915553,0,0.313532889530283,0.0105209254690191,0.0822121875145477,0.00288627158884596,0.550952004096644,0.207532237791537,0.198640659187189,0.0468786369349658,0.107490340300731,0.0473907173781481,0.0445509985568642,0.00111726642148876,0.0313300125692472,0.00814673432335552,0.0399888273357851,0.0593082258740282,0.0349145756715237,0.213165122666543,0.05316326055584,0.0524184162748475,0.106000651738746,0.100693636236674,0.0735068199804478,0.0916623993296402,0.104464410409199,0.0433406266002514,0.00111726642148876,0.0319817513151157,0.306270657790606,0.0785345188771472,0.0979470229505144,0.866440109864531,0.085610539546576,0.0743913225641264,0.0213677203109725,0.0629393417438667,0.0448768679297984,0.0300265350775104,0.000931055351240631,0.0198314789814254,0.020715981565104,0.00786741771798333,0.15055165029561,0.0164331269493971,0.0219263535217169,0.0290489269587077,0.0183883431870025,0.0580513011498534,0.0316558819421815,0.0418509380382664,0.017736604441134,0.0292816907965179,0.0415250686653322,0.000372422140496253,0.000325869372934221,0.0270006051859783,0.0258833387644896,0.0336576509473488,0.0423164657138867,0.0154089660630324,0.0297472184721382,0.016153810344025,0.0120106140310041,0.0460406871188492,0.0301196406126344,0.0566547181229924,0.00702946790186677,"1"
"5",0.020735299743678,0.981407092849765,0.0721909789969012,0.0201997015953173,0.0281189027889361,0.0167948276521673,0.0117449022533379,0.0112093041049772,0.0353112207812082,0.166877080224951,0.0584184551819121,0.036879758215693,0.0405906882436206,0.0204675006694977,0.0415471135085504,0.0203909866483033,0.180343547955163,0.0397107769998852,0.027315505566395,0.0421974826887027,0.0942652741114809,0.0359998469719576,0.03787444049122,0.25857913462642,0.044645931366923,0.0316768047744749,0.0595279084892307,0.021729982019205,0.205554917938712,0.0357320478977773,0.0669880255556831,0.0304143234247676,0.0403228891694403,0.0335131412831401,0.0173304258005279,0.0268564214392287,0.0385248096713723,0.0171773977581392,0.0250583419411607,0.0270477064922147,0.0226098932629404,0.033283599219557,0.010558934924825,0.0353112207812082,0.0254409120471326,0.0155323463024599,0.376219442212785,0.0219595240827882,0.0148819771223077,0.0286162439266996,0.0185546501396381,0.0285397299055052,0.0174069398217223,0.0523355904969586,0.00719231799227208,0.0176364818853055,0.0183633650866521,0.0148819771223077,0.02670339339684,0.0128543555606565,0.0443398752821455,0.112552125176939,0.0157618883660431,0.0471326370557405,0.0490072305750029,0.0236428325490646,0.00799571521481311,0.0182485940548606,0.00910516852213168,0.00933471058571483,0,"1"
"6",0,0.114586295137902,0.221211259596247,0.203013932328689,0.253625248791584,0.161216946261018,0.147284617571794,0.11145862951379,0.105487631504123,0.391526869491043,0.318168893943702,0.216661927779357,0.451521182826272,0.230594256468581,0.207278930907023,0.179982940005687,0.115154961615013,0.152118282627239,0.133636622121126,0.170599943133352,0.216661927779357,0.14301961899346,1,0.965027011657663,0.302530565823145,0.208416263861245,0,0,0,0.0599943133352289,0,0,0.175149274950242,0.144725618424794,0.0855843048052317,0.129087290304237,0.152118282627239,0.152118282627239,0.0969576343474552,0.0597099800966733,0.170884276371908,0.446971851009383,0.294853568382144,0.138470287176571,0.824850725049758,0.179698606767131,0.244242251919249,0.184532271822576,0.235143588285471,0.267273244242252,0.235143588285471,0.22746659084447,0.187375604208132,0.225760591413136,0.301393232868922,0.210406596531134,0.156667614444129,0.129087290304237,0.0736423087858971,0.156667614444129,0,0.129087290304237,0,0.345749218083594,0.129087290304237,0,0,0.775945408018197,0,0,0.0636906454364515,"2"
"7",0.0668628605061801,0.169864626250736,0.164096527369041,0.062978222483814,0.0953502060035315,0.0457916421424367,0.0636845203060624,0.144320188346086,0.061094761624485,0.0324896998234255,0.0533254855797528,0.103119482048264,0.101118304885227,0.179399646851089,0.106180105944673,0.0566215420835786,0.190229546792231,0.0618010594467334,0.0628605061801059,0.0756915832842849,0.0654502648616833,0.133019423190112,0.191524426133019,0.0774573278399058,0.164096527369041,0.057327839905827,0.22130665097116,0.124072984108299,0.103472630959388,0.123602118893467,0.236609770453208,0.282401412595644,0.0915832842848735,0.0706297822248381,0.0874632136550912,0.0938198940553267,0.0726309593878752,0.120070629782225,0.0655679811653914,0.0457916421424367,0.0889935256032961,0.0846380223660977,0.0756915832842849,0.0420247204237787,0,0.117010005885815,0.113007651559741,0.11912889935256,0.0655679811653914,0.059329017068864,0.182460270747499,0.0933490288404944,0.97327839905827,0.190818128310771,0.0915832842848735,0.098057680988817,0.181283107710418,0.0820482636845203,0.0876986462625074,0.550912301353737,0.0437904649793996,0.0954679223072395,0.133608004708652,0.0858151854031783,0.0992348440258976,0.0827545615067687,0.203531489111242,0.0501471453796351,0.0727486756915833,0.214832254267216,0.107474985285462,"1"
"8",0.0211421098517873,0.0246294681778553,0,0.00326939843068875,0.0706190061028771,0.0917611159546643,0.103530950305144,0.0599389712292938,0.392109851787271,0.0847863993025283,0.115082824760244,0.0494768962510898,0.11639058413252,0.385135135135135,0.105710549258936,0.123583260680035,0.18025283347864,0.121185701830863,0.335004359197908,0.0734524847428073,0.103095030514385,0.186355710549259,0.155405405405405,0.141891891891892,0.246512641673932,0.0847863993025283,0.0882737576285963,0.131647776809067,0.104838709677419,0.137532693984307,0.425239755884917,0.79359197907585,0.109415867480384,0.187227550130776,0.120095902353967,0.109197907585004,0.402789886660854,0.128596338273758,0.111595466434176,0.135353095030514,0.122275501307759,0.11639058413252,0.0671316477768091,0.0847863993025283,0.0952484742807323,0.0987358326068004,0.0917611159546643,0.0741063644289451,0.0847863993025283,0.130557977332171,0.208369659982563,0.0952484742807323,0.0810810810810811,0.36050566695728,0.212946817785527,0.0516564952048823,0.107236268526591,0.0834786399302528,0.0847863993025283,0.11617262423714,0.113121185701831,0.109415867480384,0.222537053182214,0.798387096774194,0.183522231909329,0.0634263295553618,0.370967741935484,0.908020924149956,0.0601569311246731,0.147994768962511,0.300348735832607,"1"
"9",0.016456105341559,0.0290101509764518,-0.0375216065430936,0.0427774420663584,0,0,0,0,0.0838169919944537,0,0.0966239922801988,0,0,0,0,-0.221077680499539,0,0.245014685422786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79298004000431,-0.800596785602196,0,0.822079193543098,0.825494081329605,0,0,0.845004379862936,0.851590569475869,0,0,0,0.897965588798793,0,0.911250392313926,-0.919794638298271,0,-0.951732505141069,0,0.964998571274657,0,-0.974732640987085,-0.979351405537833,0.983230043517569,0.987769174196752,0,1,"2"
